standard_code,title,scope_excerpt,standard_kind,canonical_product,product_aliases,product_confidence,review_status,review_notes
IS 653: 1992,LINOLEUM SHEET  AND TILES,Requirements of linoleum manufactured as sheets or tiles on a hessian backing and used as floor covering. Note — This standard does not include jute canvas as backing material.,material_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 654: 1992,"CLAY ROOFING TILES, MANGALORE PATTERN",Covers the machine-pressed clay interlocking roofing tiles of the ‘Mangalore Pattern.’,product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 6560: 1996,MOLYBDENUM AND CHROMIUM-MOLYBDENUM,"1.1 Requirements of solid filler rods and wires for welding. It covers molybdenum and chromium molybdenum low alloy steel rods and wires for use in inert-gas tungsten arc welding (TIG), gas metal arc welding (MIG) or...",material_standard,rod,filler rod; filler rods; rod; rods,high,needs_review,
IS 6579: 1981,COARSE AGGREGATE FOR WATER BOUND,"Specifies the quality, physical properties and grading of coarse aggregates suitable for use in",other,aggregate,aggregate; aggregates,high,needs_review,
IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,Requirements and the methods of sampling and test for cellular concrete for thermal linsulation. Note – Cellular concrete (formed by producing gas or air bubbles in a cement or cement-sand slurry) is a versatile const...,material_standard,thermal_insulation,calcium silicate insulation; expanded polystyrene; fibrous pipe insulation; insulation; mineral wool; rock wool; slag wool; thermal insulating; thermal insulation,high,needs_review,
IS 6607: 1972,REBATED MORTICE LOCKS (VERTICAL TYPE),Requirements for rebated mortice locks suitable for use on double leaf doors with rebated meeting stiles.,product_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 6610: 1972,HEAVY WASHERS FOR STEEL STRUCTURES,Requirements for heavy washers for use in steel structures in the diameter range 14 to 42 mm. Nominal Tolerance on Outer Dia Tolerance Thickness Suitable for Size Size on Outer Bolt Size (Diameter) Dia 14 +0.43 24 -1....,material_standard,washer,plain washer; washer; washers,high,needs_review,
IS 6623: 2004,HIGH STRENGTH STRUCTURAL NUTS,"Requirements for large series hexagon, high strength structural steel nuts in property classes 8 and 10 and in the size range M16 to M36 suitable for use in both friction-type and bearing-type structural steel connect...",material_standard,nut,hexagon nut; nut; nuts,high,needs_review,
IS 6639: 1972,HEXAGON BOLTS FOR STEEL STRUCTURES,Requirements for hexagon bolts in the size range 12 to 39 mm for steel structures.,material_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,high,needs_review,
IS 6649: 1985,HARDENED AND TEMPERED WASHERS FOR HIGH,"Requirements for through hardened and tempered steel washers intended for assembly with large series hexagon, high strength structural bolts and nuts in the size range M16 to M36.",material_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,low,needs_review,
IS 6733: 1972,WALL AND ROOFING NAILS,Requirements of wall and roofing nails.,product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 6736: 1972,SLOTTED RAISED COUNTERSUNK HEAD,Requirements for slotted raised countersunk head wood screws.,product_standard,screw,countersunk screw; hexagon head screw; screw; screws,high,needs_review,
IS 6739: 1972,SLOTTED ROUND HEAD WOOD SCREWS,Requirements for slotted round head wood screws.,product_standard,screw,countersunk screw; hexagon head screw; screw; screws,high,needs_review,
IS 6760: 1972,SLOTTED COUNTERSUNK HEAD WOOD SCREWS,Requirements for slotted countersunk head wood screws.,product_standard,screw,countersunk screw; hexagon head screw; screw; screws,high,needs_review,
IS 6908: 1991,ASBESTOS CEMENT PIPES AND FITTINGS FOR,"Requirements for asbestos-cement pipes and fittings suitable for use with gravity flow at atmosopheric pressure, intended for sewerage and drain- age application.",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 6909: 1990,SUPERSULPHATED CEMENT,"Requirements for composition, manufacture and testing of supersulphated cement (SSC).",material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 694: 1990,PVC INSULATED CABLE FOR WORKING VOLTAGES,1.1 Requirements and tests for the following types of unarmoured PVC insulated cables with copper or aluminium conductors and flexible cords with copper conductors for electric power and lighting (including cables for...,product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 702: 1988,INDUSTRIAL BITUMEN,Covers the physical and chemical requirements of industrial bitumen for use in buildings and other indusrtrial purposes.,product_standard,industrial_bitumen,,medium,needs_review,
IS 7098 (Part 1): 1988,CROSSLINKED POLYETHYLENE,"1.1 Requirements for both armoured and unarmoured single, twin, three, four and multi-core cross–linked polyethylene (XLPE) insulated and PVC sheathed cables for electric supply and control purpose. 1.2 The cables cov...",product_standard,thermal_insulation,calcium silicate insulation; expanded polystyrene; fibrous pipe insulation; insulation; mineral wool; rock wool; slag wool; thermal insulating; thermal insulation,low,needs_review,
IS 712: 1984,BUILDING LIMES,Requirements for building limes used for construction purpose.,product_standard,building_limes,,medium,needs_review,
IS 7181: 1986,HORIZONTALLY CAST IRON DOUBLE FLANGED,"Requirements for double flanged cast iron pipes of Class B only up to dn 750 for pressure main lines of water, gas and sewage manufactured by horizontal castings in sand moulds.",product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 7193: 1974,GLASS FIBRE BASE BITUMEN FELTS,Requirements for self finished glass fibre bitumen felts used for waterproofing and damp proofing. Note — Glass fibre base bitumen felts are suitable for water- proofing and damp-proofing in buildings and other situat...,product_standard,glass,glass; glass fiber; glass fibre; glass fibre reinforced,high,needs_review,
IS 7196: 1974,HOLD FAST,Requirements for mild steel hold fasts for use with wooden doors and window frames.,material_standard,door,door; door frame; door frames; doors; shutter; shutters,low,needs_review,
IS 7197: 1974,DOUBLE ACTION  FLOOR SPRINGS,"Requirements for concealed type floor springs (without oil check) for vertical doors weighing not more than 125 kg. For doors having more than one leaf, the weight of each leaf shall not exceed 125 kg.",product_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 7226: 1974,"COLD–ROLLED MEDIUM, HIGH CARBON AND LOW","Requirements for cold-rolled medium, and high carbon and low alloy steel strips of thickness up to 3 mm and width up to 330 mm intended for general engineering purposes.",material_standard,steel_strip,carbon steel strip; carbon steel strips; steel strip; steel strips,high,needs_review,
IS 7231: 1994,PLASTIC FLUSHING CISTERNS FOR WATER,"Requirements for manually operated high- level and low-level plastic flushing cisterns of capacities 5 litres and 10 litres, both single flush and dual-flush types, for water-closets, squatting pans and urinals.",product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,low,needs_review,
IS 723: 1972,STEEL COUNTER SUNK HEAD WIRE NAILS,Requirements of steel countersunk head wire nails.,material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 724: 1964,"MILD STEEL AND BRASS CUP, RULER AND SQUARE","Requirements for mild steel and brass cup, ruler and square hooks and screw eyes.",material_standard,screw,countersunk screw; hexagon head screw; screw; screws,high,needs_review,
IS 725: 1961,COPPER WIRE NAILS,"Covers the following types of copper wire nails: a) Rose-head boat nails, square shank, square point. b) Countersunk-head boat nails, square shank, sharp square point. c) Countersunk-head boat nails, square shank, rou...",product_standard,coating,coating; coatings; epoxy coating; water repellent,low,needs_review,
IS 7280: 1974,BARE WIRE ELECTRODES FOR SUBMERGED ARC,Requirements of solid filler wires for submerged arc welding of structural steels (28-50 kgf/mm2 yield strength and 34-70 kgf/mm2 ultimate tensile strength). Note – This standard is intended to serve as a guide for th...,material_standard,paint,filler; paint; paints,low,needs_review,
IS 7308: 1999,NON-CONIFEROUS LOGS,"Covers the requirements of three grades of non-coniferous logs, for conversion into sawn timber.",material_standard,timber,sawn timber; timber; timbers; wooden sleeper; wooden sleepers,high,needs_review,
IS 730: 1978,HOOK BOLTS FOR CORRUGATED SHEET ROOFING,Requirements for hook bolts for corrugated sheet roofing.,product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,low,needs_review,
IS 7316: 1974,DECORATIVE PLYWOOD USING PLURALITY,"Covers decorative plywood with ornamental faces produced by use of plurality of veneers meant for decorative use, such as interior panelling of buildings, buses, ships, etc. and for decorative furniture of all types.",product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 7319: 1974,PERFORATED CONCRETE PIPES,Requirements for perforated non-re- inforced concrete pipes for use in underdrainage work Note— Reinforced cement concrete perforated concrete pipes may be supplied by mutual agreement between the purchaser and the su...,material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 7322: 1985,SPECIALS FOR STEEL CYLINDER REINFORCED,Requirements and methods of tests for steel cylinder reinforced concrete specials for steel cylinder reinforced concrete pipes conforming to IS 1916 : 1989* having nominal internal diameter from 200 to 1800mm. Covers...,test_method,,,high,needs_review,
IS 733: 1983,WROUGHT ALUMINIUM AND ALUMINIUM,"Requirements for wrought aluminium and aluminium alloy bars, rods and sections for general engineering purposes.",product_standard,rod,filler rod; filler rods; rod; rods,high,needs_review,
IS 736: 1986,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY,Requirements for wrought aluminium and aluminium alloy plates for general engineering purpose.,product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 737: 1986,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY,Requirements for wrought aluminium and aluminium alloy sheet and strip for general engineering purposes.,product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 738: 1994,WROUGHT ALUMINIUM AND ITS ALLOYS-DRAWN,Requirements of wrought aluminium and aluminium alloy drawn tubes of round cross-section for general engineering purposes.,product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 739: 1992,WROUGHT ALUMINIUM AND ALUMINIUM,Requirements of wrought aluminium and aluminium alloy wire for general engineering purposes.,product_standard,rivet,rivet; rivet bar; rivet bars; rivets,low,needs_review,
IS 73: 1992,PAVING BITUMEN,"Covers physical and chemical requirements of paving bitumens for use in roadways, runways and allied constructions.",product_standard,paving_bitumen,,medium,needs_review,
IS 740: 1977,WROUGHT ALUMINIUM ALLOY RIVET STOCK FOR,Requirements for wrought aluminium and aluminium alloys rivet stock for general engineering purposes.,product_standard,rivet,rivet; rivet bar; rivet bars; rivets,high,needs_review,
IS 7452: 1990,"HOT ROLLED STEEL SECTIONS FOR DOORS,","Requirements regarding materials, nominal dimension and mass, dimensional and mass tolerances, surface finish and packing for hot rolled steel sections used for doors, windows, ventilators and sashes.",material_standard,window,ventilator; ventilators; window; windows,high,needs_review,
IS 7509: 1993,THERMAL INSULATING CEMENT,Requirements and the methods of sampling and test for thermal linsulating cements for use at temperatures up to 950ºC.,material_standard,thermal_insulation,calcium silicate insulation; expanded polystyrene; fibrous pipe insulation; insulation; mineral wool; rock wool; slag wool; thermal insulating; thermal insulation,high,needs_review,
IS 7534: 1985,SLIDING LOCKING BOLTS FOR USE WITH,"Requirements regarding materials, dimensions, manufacture and finish of sliding locking bolts commonly used for locking doors, gates, etc. with padlocks.",material_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,high,needs_review,
IS 7540: 1974,MORTICE DEAD  LOCKS,Requirements for mortice dead locks. Note – Mortice dead locks have a single bolt which is shot and withdrawn by means of key (from either side) providing reasonable degree of security. Being lock for occasional rathe...,product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,low,needs_review,
IS 7556: 1988,BURNT CLAY  JALLIES,"Covers dimensions, quality and strength requirement of burnt clay jallies having perforations of ornamental designs. Note — Burnt clay jallies are suitable for providing a screen on Verandah, Construction of parapet o...",product_standard,burnt_clay_jallies,,medium,needs_review,
IS 771 (Part 1): 1979,GLAZED FIRE–CLAY SANITARY,"General requirements for materials, manufacture, finish, methods of test, sampling and inspection of all glazed fire-clay sanitary appliances.",test_method,,,medium,needs_review,
IS 771 (Part 2): 1985,GLAZED FIRE – CLAY SANITARY,"Lays down the pattern and sizes, construction, dimensions and tolerances of kitchen and laboratory sinks made of fire-clay.",product_standard,sink,sink; sinks,high,needs_review,
IS 771 (Part 5): 1979,"GLAZED FIRE  CLAY APPLIANCES,","Lays down the pattern, size, construction, dimensions, tolerances and finsh of shower trays made of fire-clay.",product_standard,clay_appliances_shower_trays,,medium,needs_review,
IS 771 (Part 7): 1981,GLAZED FIRE CLAY SANITARY,"Lays down the pattern, sizes, construction, dimensions, tolerances of slop sinks made of fire-clay.",product_standard,sink,sink; sinks,high,needs_review,
IS 772: 1973,GENERAL  REQUIREMENT FOR ENAMELLED CAST,"General requirement of material, thickness, warpage, enamelling, acid and alkali resistance, inspection rules and marking, for enamelled cast iron sanitary appliance like water-closets and commodes.",material_standard,window,ventilator; ventilators; window; windows,low,needs_review,
IS 773: 1988,"ENAMELLED CAST IRON WATER–CLOSETS,","Requirements for material, workmanship, manufacture, dimensions and finish of enamelled cast iron-railway type water-closets generally used in the coaching stock of the Indian Railways.",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,low,needs_review,
IS 774: 2004,FLUSHING CISTERNS FOR WATER-CLOSETS,"Requirements for manually-operated high- level and low-level flushing cisterns of capacities 5 litres and 10 litres , both single flush and dual flush types and 6/3 litres capacity duat flush cisterns, for water-close...",product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 775: 1970,CAST IRON BRACKETS AND SUPPORTS,"Requirements regarding material, construction, workmanship dimensions, weights and finish of cast iron brackets and supports for wash basins and sinks.",material_standard,sink,sink; sinks,high,needs_review,
IS 778: 1984,"COPPER ALLOY  GATE, GLOBE AND CHECK VALVES","Requirements of copper alloy gate, globe and check valves of nominal sizes 8 to 100 mm suitable for working temperatures up to 450 C and non shock working pressure up to 16 MPa, for water works purposes. This standard...",product_standard,valve,air relief valve; check valve; non return valve; non-return valve; pressure reducing valve; reflux valve; sluice valve; stop valve; valve; valves,high,needs_review,
IS 779: 1994,WATER METERS (DOMESTIC  TYPE),"Covers terminology, construction, technical characteristics, metrological characteristics and other requirements of water meters with threaded end connections of size up to and including 50 mm, having nominal flow rat...",terminology,,,medium,needs_review,
IS 781: 1984,CASTCOPPER ALLOYSCREW DOWN BIB TAPS,Requirements for copper alloy screw down bib taps and stop valves suitable for cold non- shock working pressure up to 1.0 MPa. Bib taps shall have screwed male inlet. Stop valves shall have screwed female end or male...,product_standard,valve,air relief valve; check valve; non return valve; non-return valve; pressure reducing valve; reflux valve; sluice valve; stop valve; valve; valves,low,needs_review,
IS 782: 1978,CAULKING LEAD,Requirements for different types of caulking lead suitable for use in water supply and sanitary installations.,installation,,,low,needs_review,
IS 7834 (Part 2): 1987,INJECTION MOULDED PVC SOCKET,"Requirements for manufacture, dimensions, tolerances and marking for 45° elbows made of injection moulded PVC for water supplies.",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 7834 (Part 3): 1987,– INJECTION MOULDED PVC SOCKET,"Requirements for manufacture, dimensions, tolerances and marking for 900 elbows made of injections moulded PVC for water supplies.",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 7834 (Part 4): 1987,– INJECTION MOULDED PVC SOCKET,"Requirements for manufacture, dimensions, tolerances and marking for 900 tee made of injection moulded PVC for water supplies.",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 7834 (Part 5): 1987,– INJECTION MOULDED PVC SOCKET,"Requirements for manufacture, dimensions, tolerances and marking for 450 tees made of injections moulded PVC for water supplies.",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 7834 (Part 6): 1987,INJECTION MOULDING PVC SOCKET FITTINGS,"Requirements for manufacture, dimensions, tolerances and marking for sockets made of injections moulded PVC for water supplies.",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 7834 (Part 7): 1987,INJECTION MOULDED PVC SOCKET,"Requirements for manufacture, dimensions, tolerances and marking for union made of injections moulded PVC for water supplies.",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 7834 (Part 8): 1987,- INJECTION MOULDED PVC SOCKET,"Requirements for manufacture, dimensions, tolerances and marking for caps made of injections moulded PVC for water supplies. Note— For General requirements,refer to IS 7834 (Part 1) 1987. For detailed information, ref...",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 7834: 1987,INJECTION MOULDED PVC SOCKET FITTINGS,"General requirements regarding materials, manufacture, methods of test, inspection and marking of all types of injection moulded PVC socket fittings intended for connection, by using solvent cement, to",test_method,,,high,needs_review,
IS 784: 2001,PRESTRESSED CONCRETE PIPES,"Requirements of prestressed concrete cylinder and non- cylinder pipes (including specials) with nominal internal diameter in the range of 200 mm to 2 500 mm, in which permanent internal stresses are deliberately intro...",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 7887: 1992,MILD STEEL WIRE ROD FOR GENERAL,Requirements of hot-rolled mild steel wire rods in coils or straightened and cut lengths.,material_standard,rod,filler rod; filler rods; rod; rods,high,needs_review,
IS 8008 (Part 1): 2003,INJECTION MOULDED HIGH DENSITY,"General requirements for materials, manufacture, methods of test and inspection and marking of all types of injection moulded HDPE pipes covered by IS 4984:1995* for potable water supplies.",test_method,,,high,needs_review,
IS 8008 (Part 2): 2003,INJECTION MOULDED HIGH DENSITY,"Requirements for manufacture, dimensions and tolerances, and marking for injection moulded andh macined HOPE 90° bends for portable water supplies.",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 8008 (Part 3): 2003,INJECTION MOULDED HIGH DENSITY,"Requirements for manufacture, dimensions and tolerances, and marking for injection moulded and machined HDPE 90° tees for portable water supplies.",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 8008 (Part 4): 2003,INJECTION MOULDED HIGH DENSITY,"Requirements for manufacture, dimensions and tolerances, and marking for injection moulded and machined HDPE reducers for potable water supplies.",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 8008 (Part 5): 2003,INJECTION MOULDED HIGH DENSITY,"Requirements for manufacture, dimensions and tolerances, and marking, for injection moulded made of HDPE ferrule reducers for potable water supplies.",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 8008 (Part 6): 2003,INJECTION MOULDED HIGH DENSITY,"1.1 Requirements for manufacture, dimensions and tolerances, and marking for injection moulded and machined HDPE pipe ends for potable water supplies.",product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 8008 (Part 7): 2003,INJECTION MOULDED HIGH DENSITY,"Requirements for manufacture, dimensions and tolerances, and marking for injection moulded and machine moulded HDFE sandwich flanges Note — For general requirements regarding material, manufacture, methods of test, et...",test_method,,,high,needs_review,
IS 8033: 1976,WASHERS WITH SQUARE HOLE FOR WOOD,Requirements for washers with square hole for use in wood fastenings with bolts in dia range 6 to 24 mm.,product_standard,washer,plain washer; washer; washers,high,needs_review,
IS 8041: 1990,RAPID HARDENING PORTLAND CEMENT,1.1 Manufacture and chemical and physical requirements of rapid hardening Portland cement. Note —The term ‘rapid hardening’ should not be confused with 'quick- setting.’,material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 8042: 1989,WHITE  PORTLAND CEMENT,1.1 Manufacture and chemical and physical requirements of white Portland cement. Note–White Portland cement is generally used for architectural and decorative purposes and is generally meant for non- structural use. I...,material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 8043: 1991,HYDROPHOBIC PORTLAND CEMENT,Manufacture and chemical and physical requirements of hydrophobic Portland cement. Note—Hydrophobic cement deteriorates very little during prolonged storage under unfavourable conditions. This cement is obtained by in...,material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 804: 1967,RECTANGULAR PRESSED STEEL TANKS,"Requirements for the materials, fabrication, erection and supply for rectangular pressed steel tanks used for the storage of cold and hot water and certain other liquids under pressure not greater than the static head...",material_standard,water_tank,tank; water tank; water tanks,high,needs_review,
IS 8081: 1976,SLOTTED SECTIONS,"1.1 This standard covers the requirements, such as materials, workmanship, finish, strength tests, general design provisions, tolerances on dimensions and marking for slotted sections. 1.2 This standard does not apply...",material_standard,steel_section,flange steel section; steel section; steel sections; tee bar; tee bars,high,needs_review,
IS 808: 1989,"DIMENSIONS FOR HOT ROLLED STEELBEAM,","Covers the nominal dimensions, and sectional properties of hot rolled sloping flange beam and column sections, sloping and parallel flange channel sections and equal and unequal leg angle sections.",material_standard,channel,channel; channels; l-panel,high,needs_review,
IS 809: 1992,RUBBER FLOORING MATERIALS,"Lays down the composition, minimum requirements, workmanship and prescribes tests for rubber flooring material suitable for covering floors of domestic and public buildings, cinemas, hospitals, large stores, ships, tr...",material_standard,waterproofing_membrane,bitumen felt; bitumen felts; water-proofing; waterproofing,low,needs_review,
IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,"Manufacture, chemical and physical requirements of 43 grade ordinary Portland cement. Note—This specification covers the requirements of ordinary Portland Cement for uses such as manufacture of prestressed concrete ra...",material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 811: 1987,COLD FORMED LIGHT GAUGE STRUCTURAL STEEL,"Lays down dimensions mass, sectional properties and requirements for corrosion protection for cold formed light guage open wall steel sections for structural and other general applications, having minimum thickness of...",material_standard,steel_section,flange steel section; steel section; steel sections; tee bar; tee bars,high,needs_review,
IS 814: 2004,COVERED ELECTRODES FOR MANUAL METAL ARC,"Requirements for covered carbon and carbon manganese steel electrodes for carbon and carbon manganese steel, including hydrogen controlled electrodes for manual metal arc welding of mild and medium tensile steels incl...",material_standard,electrode,electrode; electrodes,high,needs_review,
IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,Requirements and the methods of sampling and test for performed calcium silicate insulation intended for use on surface which reach temperatures upto 6500C.,product_standard,thermal_insulation,calcium silicate insulation; expanded polystyrene; fibrous pipe insulation; insulation; mineral wool; rock wool; slag wool; thermal insulating; thermal insulation,high,needs_review,
IS 8183: 1993,BONDED MINERAL WOOL,Requirements and the methods of sampling and test for bonded mineral wool for thermal insulation.,product_standard,thermal_insulation,calcium silicate insulation; expanded polystyrene; fibrous pipe insulation; insulation; mineral wool; rock wool; slag wool; thermal insulating; thermal insulation,high,needs_review,
IS 8272: 1984,GYPSUM PLASTER FOR USE IN THE,Requirements and the methods of sampling and tests for calcined gypsum plaster used in manufacturing fibrous plaster boards covered in IS 8273:1984*. Note — Gypsum building plasters are used extensively for general bu...,product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 8329: 2000,CENTRIFUGALLY CAST (SPUN) DUCTILE IRON,"Specifies the requirements and associated test methods applicable to ductile iron pipes manufactured in metal (lined or unlined) or sand moulds and their joints for the construction of pipe lines : — to convey water,...",test_method,,,high,needs_review,
IS 8360 (Part 1): 1977,FABRICATED HIGH DENSITY,"General requirements for material, sizes, performance requirements, sampling and marking of all types of fabricated HDPE fittings intended for connection to HDPE pipes covered by IS 4984 :1995* for potable water suppl...",material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 8360 (Part 2): 1977,FABRICATED HIGH DENSITY,"Requirements for manufacture, dimensions and tolerances and marking for fabricated HDPE 90° tees for potable water supplies.",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 8360 (Part 3): 1977,FABRICATED HIGH  DENSITY POLYETHYLENE,"1.1 Requirements for manufacture, dimensions and tolerances and marking for fabricated HDPE 90° bends for potable water supplies.",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 8363: 1976,BARE WIRE ELECTRODES FOR ELECTROSLAG,Requirements of solid bare wire electrodes for electroslag welding of carbon and low alloy steels. Note. – This standard is intended to serve as a guide for the manufacturer and selection of bare wire electrodes for e...,material_standard,electrode,electrode; electrodes,high,needs_review,
IS 8374: 1977,"BITUMEN MASTIC, ANTI-STATIC AND","Requirements of bitumen mastic for anti-static and electrically conducting grade. Note —In locations where it is necessary to take precautionary measures against the accumulation of static electricity, flooring should...",product_standard,aggregate,aggregate; aggregates,low,needs_review,
IS 8412: 1977,SLOTTED COUNTERSUNK HEAD BOLTS FOR,Requirements of slotted countersunk head bolts for steel structures in the dia range 10 to 24 mm.,material_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,high,needs_review,
IS 849: 1994,COLD SETTING CASE IN GLUE FOR WOOD,"Requirements for cold setting casein glue used in the wood panel industry, wood-work and joinery industry.",product_standard,adhesive,adhesive; adhesives,low,needs_review,
