query_id,query,positive_standard,positive_title,specificity,style,hard_negative_codes,review_status,review_notes
rq_is_8154_1993_07,Specification needed for calcium silicate preformed calcium silicate insulation in surfaces reaching up to 650 C,IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,specific,formal,IS 9428: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_8154_1993_08,Purchase requirement for preformed calcium silicate insulation covering surfaces reaching up to 650 C,IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,general_but_sufficient,procurement,IS 9428: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_8154_1993_09,"Find the standard that covers preformed calcium silicate insulation, preformed calcium silicate for the lower temperature range",IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,specific,technical_natural,IS 9428: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_8154_1993_10,Need compliant preformed calcium silicate insulation for surfaces reaching up to 650 C,IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,general_but_sufficient,general_natural,IS 9428: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_8154_1993_11,Which IS should I use for preformed calcium silicate insulation when the job is surfaces reaching up to 650 C?,IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,specific,conversational,IS 9428: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_8154_1993_12,Standard selection for surfaces reaching up to 650 C: preformed calcium silicate insulation with preformed calcium silicate for the lower temperature range,IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,specific,use_case,IS 9428: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_8183_1993_01,Require bonded mineral wool insulation for thermal insulation where the distinguishing feature is bonded mineral wool form,IS 8183: 1993,BONDED MINERAL WOOL,specific,formal,IS 3677: 1985;IS 9742: 1993;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_8183_1993_02,Procure bonded mineral wool insulation for thermal insulation; material or form should be bonded mineral wool,IS 8183: 1993,BONDED MINERAL WOOL,specific,procurement,IS 3677: 1985;IS 9742: 1993;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_8183_1993_03,Need an Indian Standard for bonded mineral wool insulation used in thermal insulation with bonded mineral wool form,IS 8183: 1993,BONDED MINERAL WOOL,specific,technical_natural,IS 3677: 1985;IS 9742: 1993;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_8183_1993_04,Looking for bonded mineral wool insulation suited to thermal insulation,IS 8183: 1993,BONDED MINERAL WOOL,general_but_sufficient,general_natural,IS 3677: 1985;IS 9742: 1993;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_8183_1993_05,"We need bonded mineral wool insulation for thermal insulation, especially bonded mineral wool form",IS 8183: 1993,BONDED MINERAL WOOL,general_but_sufficient,conversational,IS 3677: 1985;IS 9742: 1993;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_8183_1993_06,Select the standard for thermal insulation using bonded mineral wool,IS 8183: 1993,BONDED MINERAL WOOL,specific,use_case,IS 3677: 1985;IS 9742: 1993;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_8183_1993_07,Specification needed for bonded mineral wool bonded mineral wool insulation in thermal insulation,IS 8183: 1993,BONDED MINERAL WOOL,specific,formal,IS 3677: 1985;IS 9742: 1993;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_8183_1993_08,Purchase requirement for bonded mineral wool insulation covering thermal insulation,IS 8183: 1993,BONDED MINERAL WOOL,general_but_sufficient,procurement,IS 3677: 1985;IS 9742: 1993;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_8183_1993_09,"Find the standard that covers bonded mineral wool insulation, bonded mineral wool form",IS 8183: 1993,BONDED MINERAL WOOL,specific,technical_natural,IS 3677: 1985;IS 9742: 1993;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_8183_1993_10,Need compliant bonded mineral wool insulation for thermal insulation,IS 8183: 1993,BONDED MINERAL WOOL,general_but_sufficient,general_natural,IS 3677: 1985;IS 9742: 1993;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_8183_1993_11,Which IS should I use for bonded mineral wool insulation when the job is thermal insulation?,IS 8183: 1993,BONDED MINERAL WOOL,specific,conversational,IS 3677: 1985;IS 9742: 1993;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_8183_1993_12,Standard selection for thermal insulation: bonded mineral wool insulation with bonded mineral wool form,IS 8183: 1993,BONDED MINERAL WOOL,specific,use_case,IS 3677: 1985;IS 9742: 1993;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9428_1993_01,Require preformed calcium silicate insulation for surfaces reaching up to 950 C where the distinguishing feature is preformed calcium silicate for the higher temperature range,IS 9428: 1993,PREFORMED CALCIUM SILICATE INSULATION,specific,formal,IS 8154: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_9428_1993_02,Procure preformed calcium silicate insulation for surfaces reaching up to 950 C; material or form should be calcium silicate,IS 9428: 1993,PREFORMED CALCIUM SILICATE INSULATION,specific,procurement,IS 8154: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_9428_1993_03,Need an Indian Standard for preformed calcium silicate insulation used in surfaces reaching up to 950 C with preformed calcium silicate for the higher temperature range,IS 9428: 1993,PREFORMED CALCIUM SILICATE INSULATION,specific,technical_natural,IS 8154: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_9428_1993_04,Looking for preformed calcium silicate insulation suited to surfaces reaching up to 950 C,IS 9428: 1993,PREFORMED CALCIUM SILICATE INSULATION,general_but_sufficient,general_natural,IS 8154: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_9428_1993_05,"We need preformed calcium silicate insulation for surfaces reaching up to 950 C, especially preformed calcium silicate for the higher temperature range",IS 9428: 1993,PREFORMED CALCIUM SILICATE INSULATION,general_but_sufficient,conversational,IS 8154: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_9428_1993_06,Select the standard for insulating a very hot surface with preformed calcium silicate up to 950 C,IS 9428: 1993,PREFORMED CALCIUM SILICATE INSULATION,specific,use_case,IS 8154: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_9428_1993_07,Specification needed for calcium silicate preformed calcium silicate insulation in surfaces reaching up to 950 C,IS 9428: 1993,PREFORMED CALCIUM SILICATE INSULATION,specific,formal,IS 8154: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_9428_1993_08,Purchase requirement for preformed calcium silicate insulation covering surfaces reaching up to 950 C,IS 9428: 1993,PREFORMED CALCIUM SILICATE INSULATION,general_but_sufficient,procurement,IS 8154: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_9428_1993_09,"Find the standard that covers preformed calcium silicate insulation, preformed calcium silicate for the higher temperature range",IS 9428: 1993,PREFORMED CALCIUM SILICATE INSULATION,specific,technical_natural,IS 8154: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_9428_1993_10,Need compliant preformed calcium silicate insulation for surfaces reaching up to 950 C,IS 9428: 1993,PREFORMED CALCIUM SILICATE INSULATION,general_but_sufficient,general_natural,IS 8154: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_9428_1993_11,Which IS should I use for preformed calcium silicate insulation when the job is surfaces reaching up to 950 C?,IS 9428: 1993,PREFORMED CALCIUM SILICATE INSULATION,specific,conversational,IS 8154: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_9428_1993_12,Standard selection for surfaces reaching up to 950 C: preformed calcium silicate insulation with preformed calcium silicate for the higher temperature range,IS 9428: 1993,PREFORMED CALCIUM SILICATE INSULATION,specific,use_case,IS 8154: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_9742_1993_01,Require sprayed mineral wool thermal insulation for spray-applied thermal insulation where the distinguishing feature is sprayed application form,IS 9742: 1993,SPRAYED MINERAL WOOL THERMAL INSULATION,specific,formal,IS 8183: 1993;IS 3677: 1985;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9742_1993_02,Procure sprayed mineral wool thermal insulation for spray-applied thermal insulation; material or form should be mineral wool,IS 9742: 1993,SPRAYED MINERAL WOOL THERMAL INSULATION,specific,procurement,IS 8183: 1993;IS 3677: 1985;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9742_1993_03,Need an Indian Standard for sprayed mineral wool thermal insulation used in spray-applied thermal insulation with sprayed application form,IS 9742: 1993,SPRAYED MINERAL WOOL THERMAL INSULATION,specific,technical_natural,IS 8183: 1993;IS 3677: 1985;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9742_1993_04,Looking for sprayed mineral wool thermal insulation suited to spray-applied thermal insulation,IS 9742: 1993,SPRAYED MINERAL WOOL THERMAL INSULATION,general_but_sufficient,general_natural,IS 8183: 1993;IS 3677: 1985;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9742_1993_05,"We need sprayed mineral wool thermal insulation for spray-applied thermal insulation, especially sprayed application form",IS 9742: 1993,SPRAYED MINERAL WOOL THERMAL INSULATION,general_but_sufficient,conversational,IS 8183: 1993;IS 3677: 1985;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9742_1993_06,Select the standard for thermal insulation applied by spraying mineral wool,IS 9742: 1993,SPRAYED MINERAL WOOL THERMAL INSULATION,specific,use_case,IS 8183: 1993;IS 3677: 1985;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9742_1993_07,Specification needed for mineral wool sprayed mineral wool thermal insulation in spray-applied thermal insulation,IS 9742: 1993,SPRAYED MINERAL WOOL THERMAL INSULATION,specific,formal,IS 8183: 1993;IS 3677: 1985;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9742_1993_08,Purchase requirement for sprayed mineral wool thermal insulation covering spray-applied thermal insulation,IS 9742: 1993,SPRAYED MINERAL WOOL THERMAL INSULATION,general_but_sufficient,procurement,IS 8183: 1993;IS 3677: 1985;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9742_1993_09,"Find the standard that covers sprayed mineral wool thermal insulation, sprayed application form",IS 9742: 1993,SPRAYED MINERAL WOOL THERMAL INSULATION,specific,technical_natural,IS 8183: 1993;IS 3677: 1985;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9742_1993_10,Need compliant sprayed mineral wool thermal insulation for spray-applied thermal insulation,IS 9742: 1993,SPRAYED MINERAL WOOL THERMAL INSULATION,general_but_sufficient,general_natural,IS 8183: 1993;IS 3677: 1985;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9742_1993_11,Which IS should I use for sprayed mineral wool thermal insulation when the job is spray-applied thermal insulation?,IS 9742: 1993,SPRAYED MINERAL WOOL THERMAL INSULATION,specific,conversational,IS 8183: 1993;IS 3677: 1985;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9742_1993_12,Standard selection for spray-applied thermal insulation: sprayed mineral wool thermal insulation with sprayed application form,IS 9742: 1993,SPRAYED MINERAL WOOL THERMAL INSULATION,specific,use_case,IS 8183: 1993;IS 3677: 1985;IS 9842: 1994;IS 12436: 1988,pending,
rq_is_9842_1994_01,Require preformed fibrous pipe insulation for thermal insulation of pipe sections where the distinguishing feature is preformed pipe-section insulation form,IS 9842: 1994,PREFORMED FIBROUS PIPE INSULATION,specific,formal,IS 8183: 1993;IS 9742: 1993;IS 3677: 1985;IS 9428: 1993,pending,
rq_is_9842_1994_02,Procure preformed fibrous pipe insulation for thermal insulation of pipe sections; material or form should be fibrous insulation,IS 9842: 1994,PREFORMED FIBROUS PIPE INSULATION,specific,procurement,IS 8183: 1993;IS 9742: 1993;IS 3677: 1985;IS 9428: 1993,pending,
rq_is_9842_1994_03,Need an Indian Standard for preformed fibrous pipe insulation used in thermal insulation of pipe sections with preformed pipe-section insulation form,IS 9842: 1994,PREFORMED FIBROUS PIPE INSULATION,specific,technical_natural,IS 8183: 1993;IS 9742: 1993;IS 3677: 1985;IS 9428: 1993,pending,
rq_is_9842_1994_04,Looking for preformed fibrous pipe insulation suited to thermal insulation of pipe sections,IS 9842: 1994,PREFORMED FIBROUS PIPE INSULATION,general_but_sufficient,general_natural,IS 8183: 1993;IS 9742: 1993;IS 3677: 1985;IS 9428: 1993,pending,
rq_is_9842_1994_05,"We need preformed fibrous pipe insulation for thermal insulation of pipe sections, especially preformed pipe-section insulation form",IS 9842: 1994,PREFORMED FIBROUS PIPE INSULATION,general_but_sufficient,conversational,IS 8183: 1993;IS 9742: 1993;IS 3677: 1985;IS 9428: 1993,pending,
rq_is_9842_1994_06,Select the standard for insulating pipes with preformed fibrous pipe sections,IS 9842: 1994,PREFORMED FIBROUS PIPE INSULATION,specific,use_case,IS 8183: 1993;IS 9742: 1993;IS 3677: 1985;IS 9428: 1993,pending,
rq_is_9842_1994_07,Specification needed for fibrous insulation preformed fibrous pipe insulation in thermal insulation of pipe sections,IS 9842: 1994,PREFORMED FIBROUS PIPE INSULATION,specific,formal,IS 8183: 1993;IS 9742: 1993;IS 3677: 1985;IS 9428: 1993,pending,
rq_is_9842_1994_08,Purchase requirement for preformed fibrous pipe insulation covering thermal insulation of pipe sections,IS 9842: 1994,PREFORMED FIBROUS PIPE INSULATION,general_but_sufficient,procurement,IS 8183: 1993;IS 9742: 1993;IS 3677: 1985;IS 9428: 1993,pending,
rq_is_9842_1994_09,"Find the standard that covers preformed fibrous pipe insulation, preformed pipe-section insulation form",IS 9842: 1994,PREFORMED FIBROUS PIPE INSULATION,specific,technical_natural,IS 8183: 1993;IS 9742: 1993;IS 3677: 1985;IS 9428: 1993,pending,
rq_is_9842_1994_10,Need compliant preformed fibrous pipe insulation for thermal insulation of pipe sections,IS 9842: 1994,PREFORMED FIBROUS PIPE INSULATION,general_but_sufficient,general_natural,IS 8183: 1993;IS 9742: 1993;IS 3677: 1985;IS 9428: 1993,pending,
rq_is_9842_1994_11,Which IS should I use for preformed fibrous pipe insulation when the job is thermal insulation of pipe sections?,IS 9842: 1994,PREFORMED FIBROUS PIPE INSULATION,specific,conversational,IS 8183: 1993;IS 9742: 1993;IS 3677: 1985;IS 9428: 1993,pending,
rq_is_9842_1994_12,Standard selection for thermal insulation of pipe sections: preformed fibrous pipe insulation with preformed pipe-section insulation form,IS 9842: 1994,PREFORMED FIBROUS PIPE INSULATION,specific,use_case,IS 8183: 1993;IS 9742: 1993;IS 3677: 1985;IS 9428: 1993,pending,
rq_is_12436_1988_01,"Require rigid PUR and PIR foam insulation for thermal insulation in boards, slabs, pipe sections, panels, or special shapes where the distinguishing feature is preformed rigid foam insulation shapes",IS 12436: 1988,PREFORMED RIGID POLYURETHANE (PUR) AND,specific,formal,IS 9842: 1994;IS 4671: 1984;IS 9428: 1993;IS 8183: 1993,pending,
rq_is_12436_1988_02,"Procure rigid PUR and PIR foam insulation for thermal insulation in boards, slabs, pipe sections, panels, or special shapes; material or form should be polyurethane or polyisocyanurate foam",IS 12436: 1988,PREFORMED RIGID POLYURETHANE (PUR) AND,specific,procurement,IS 9842: 1994;IS 4671: 1984;IS 9428: 1993;IS 8183: 1993,pending,
rq_is_12436_1988_03,"Need an Indian Standard for rigid PUR and PIR foam insulation used in thermal insulation in boards, slabs, pipe sections, panels, or special shapes with preformed rigid foam insulation shapes",IS 12436: 1988,PREFORMED RIGID POLYURETHANE (PUR) AND,specific,technical_natural,IS 9842: 1994;IS 4671: 1984;IS 9428: 1993;IS 8183: 1993,pending,
rq_is_12436_1988_04,"Looking for rigid PUR and PIR foam insulation suited to thermal insulation in boards, slabs, pipe sections, panels, or special shapes",IS 12436: 1988,PREFORMED RIGID POLYURETHANE (PUR) AND,general_but_sufficient,general_natural,IS 9842: 1994;IS 4671: 1984;IS 9428: 1993;IS 8183: 1993,pending,
rq_is_12436_1988_05,"We need rigid PUR and PIR foam insulation for thermal insulation in boards, slabs, pipe sections, panels, or special shapes, especially preformed rigid foam insulation shapes",IS 12436: 1988,PREFORMED RIGID POLYURETHANE (PUR) AND,general_but_sufficient,conversational,IS 9842: 1994;IS 4671: 1984;IS 9428: 1993;IS 8183: 1993,pending,
rq_is_12436_1988_06,Select the standard for thermal insulation using rigid PUR or PIR foam sections,IS 12436: 1988,PREFORMED RIGID POLYURETHANE (PUR) AND,specific,use_case,IS 9842: 1994;IS 4671: 1984;IS 9428: 1993;IS 8183: 1993,pending,
rq_is_12436_1988_07,"Specification needed for polyurethane or polyisocyanurate foam rigid PUR and PIR foam insulation in thermal insulation in boards, slabs, pipe sections, panels, or special shapes",IS 12436: 1988,PREFORMED RIGID POLYURETHANE (PUR) AND,specific,formal,IS 9842: 1994;IS 4671: 1984;IS 9428: 1993;IS 8183: 1993,pending,
rq_is_12436_1988_08,"Purchase requirement for rigid PUR and PIR foam insulation covering thermal insulation in boards, slabs, pipe sections, panels, or special shapes",IS 12436: 1988,PREFORMED RIGID POLYURETHANE (PUR) AND,general_but_sufficient,procurement,IS 9842: 1994;IS 4671: 1984;IS 9428: 1993;IS 8183: 1993,pending,
rq_is_12436_1988_09,"Find the standard that covers rigid PUR and PIR foam insulation, preformed rigid foam insulation shapes",IS 12436: 1988,PREFORMED RIGID POLYURETHANE (PUR) AND,specific,technical_natural,IS 9842: 1994;IS 4671: 1984;IS 9428: 1993;IS 8183: 1993,pending,
rq_is_12436_1988_10,"Need compliant rigid PUR and PIR foam insulation for thermal insulation in boards, slabs, pipe sections, panels, or special shapes",IS 12436: 1988,PREFORMED RIGID POLYURETHANE (PUR) AND,general_but_sufficient,general_natural,IS 9842: 1994;IS 4671: 1984;IS 9428: 1993;IS 8183: 1993,pending,
rq_is_12436_1988_11,"Which IS should I use for rigid PUR and PIR foam insulation when the job is thermal insulation in boards, slabs, pipe sections, panels, or special shapes?",IS 12436: 1988,PREFORMED RIGID POLYURETHANE (PUR) AND,specific,conversational,IS 9842: 1994;IS 4671: 1984;IS 9428: 1993;IS 8183: 1993,pending,
rq_is_12436_1988_12,"Standard selection for thermal insulation in boards, slabs, pipe sections, panels, or special shapes: rigid PUR and PIR foam insulation with preformed rigid foam insulation shapes",IS 12436: 1988,PREFORMED RIGID POLYURETHANE (PUR) AND,specific,use_case,IS 9842: 1994;IS 4671: 1984;IS 9428: 1993;IS 8183: 1993,pending,
rq_is_269_1989_01,"Require ordinary Portland cement, 33 grade for cement manufacture and supply where the distinguishing feature is 33 grade ordinary Portland cement",IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",specific,formal,IS 455: 1989;IS 8112: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_269_1989_02,"Procure ordinary Portland cement, 33 grade for cement manufacture and supply; material or form should be ordinary Portland cement",IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",specific,procurement,IS 455: 1989;IS 8112: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_269_1989_03,"Need an Indian Standard for ordinary Portland cement, 33 grade used in cement manufacture and supply with 33 grade ordinary Portland cement",IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",specific,technical_natural,IS 455: 1989;IS 8112: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_269_1989_04,"Looking for ordinary Portland cement, 33 grade suited to cement manufacture and supply",IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",general_but_sufficient,general_natural,IS 455: 1989;IS 8112: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_269_1989_05,"We need ordinary Portland cement, 33 grade for cement manufacture and supply, especially 33 grade ordinary Portland cement",IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",general_but_sufficient,conversational,IS 455: 1989;IS 8112: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_269_1989_06,Select the standard for selecting 33 grade ordinary Portland cement,IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",specific,use_case,IS 455: 1989;IS 8112: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_269_1989_07,"Specification needed for ordinary Portland cement ordinary Portland cement, 33 grade in cement manufacture and supply",IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",specific,formal,IS 455: 1989;IS 8112: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_269_1989_08,"Purchase requirement for ordinary Portland cement, 33 grade covering cement manufacture and supply",IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",general_but_sufficient,procurement,IS 455: 1989;IS 8112: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_269_1989_09,"Find the standard that covers ordinary Portland cement, 33 grade, 33 grade ordinary Portland cement",IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",specific,technical_natural,IS 455: 1989;IS 8112: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_269_1989_10,"Need compliant ordinary Portland cement, 33 grade for cement manufacture and supply",IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",general_but_sufficient,general_natural,IS 455: 1989;IS 8112: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_269_1989_11,"Which IS should I use for ordinary Portland cement, 33 grade when the job is cement manufacture and supply?",IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",specific,conversational,IS 455: 1989;IS 8112: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_269_1989_12,"Standard selection for cement manufacture and supply: ordinary Portland cement, 33 grade with 33 grade ordinary Portland cement",IS 269: 1989,"ORDINARY PORTLAND CEMENT, 33 GRADE",specific,use_case,IS 455: 1989;IS 8112: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_8112_1989_01,"Require ordinary Portland cement, 43 grade for precast products or prestressed concrete sleeper cement supply where the distinguishing feature is 43 grade ordinary Portland cement",IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,specific,formal,IS 269: 1989;IS 455: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_8112_1989_02,"Procure ordinary Portland cement, 43 grade for precast products or prestressed concrete sleeper cement supply; material or form should be ordinary Portland cement",IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,specific,procurement,IS 269: 1989;IS 455: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_8112_1989_03,"Need an Indian Standard for ordinary Portland cement, 43 grade used in precast products or prestressed concrete sleeper cement supply with 43 grade ordinary Portland cement",IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,specific,technical_natural,IS 269: 1989;IS 455: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_8112_1989_04,"Looking for ordinary Portland cement, 43 grade suited to precast products or prestressed concrete sleeper cement supply",IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,general_but_sufficient,general_natural,IS 269: 1989;IS 455: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_8112_1989_05,"We need ordinary Portland cement, 43 grade for precast products or prestressed concrete sleeper cement supply, especially 43 grade ordinary Portland cement",IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,general_but_sufficient,conversational,IS 269: 1989;IS 455: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_8112_1989_06,Select the standard for selecting 43 grade ordinary Portland cement for precast concrete work,IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,specific,use_case,IS 269: 1989;IS 455: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_8112_1989_07,"Specification needed for ordinary Portland cement ordinary Portland cement, 43 grade in precast products or prestressed concrete sleeper cement supply",IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,specific,formal,IS 269: 1989;IS 455: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_8112_1989_08,"Purchase requirement for ordinary Portland cement, 43 grade covering precast products or prestressed concrete sleeper cement supply",IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,general_but_sufficient,procurement,IS 269: 1989;IS 455: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_8112_1989_09,"Find the standard that covers ordinary Portland cement, 43 grade, 43 grade ordinary Portland cement",IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,specific,technical_natural,IS 269: 1989;IS 455: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_8112_1989_10,"Need compliant ordinary Portland cement, 43 grade for precast products or prestressed concrete sleeper cement supply",IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,general_but_sufficient,general_natural,IS 269: 1989;IS 455: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_8112_1989_11,"Which IS should I use for ordinary Portland cement, 43 grade when the job is precast products or prestressed concrete sleeper cement supply?",IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,specific,conversational,IS 269: 1989;IS 455: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_8112_1989_12,"Standard selection for precast products or prestressed concrete sleeper cement supply: ordinary Portland cement, 43 grade with 43 grade ordinary Portland cement",IS 8112: 1989,43 GRADE ORDINARY PORTLAND CEMENT,specific,use_case,IS 269: 1989;IS 455: 1989;IS 1489 (Part 1): 1991;IS 8041: 1990,pending,
rq_is_455_1989_01,Require Portland slag cement for cement manufacture and supply where the distinguishing feature is slag cement rather than ordinary or pozzolana cement,IS 455: 1989,PORTLAND SLAG CEMENT,specific,formal,IS 269: 1989;IS 1489 (Part 1): 1991;IS 8112: 1989;IS 8041: 1990,pending,
rq_is_455_1989_02,Procure Portland slag cement for cement manufacture and supply; material or form should be Portland slag cement,IS 455: 1989,PORTLAND SLAG CEMENT,specific,procurement,IS 269: 1989;IS 1489 (Part 1): 1991;IS 8112: 1989;IS 8041: 1990,pending,
rq_is_455_1989_03,Need an Indian Standard for Portland slag cement used in cement manufacture and supply with slag cement rather than ordinary or pozzolana cement,IS 455: 1989,PORTLAND SLAG CEMENT,specific,technical_natural,IS 269: 1989;IS 1489 (Part 1): 1991;IS 8112: 1989;IS 8041: 1990,pending,
rq_is_455_1989_04,Looking for Portland slag cement suited to cement manufacture and supply,IS 455: 1989,PORTLAND SLAG CEMENT,general_but_sufficient,general_natural,IS 269: 1989;IS 1489 (Part 1): 1991;IS 8112: 1989;IS 8041: 1990,pending,
rq_is_455_1989_05,"We need Portland slag cement for cement manufacture and supply, especially slag cement rather than ordinary or pozzolana cement",IS 455: 1989,PORTLAND SLAG CEMENT,general_but_sufficient,conversational,IS 269: 1989;IS 1489 (Part 1): 1991;IS 8112: 1989;IS 8041: 1990,pending,
rq_is_455_1989_06,Select the standard for cement procurement where Portland slag cement is required,IS 455: 1989,PORTLAND SLAG CEMENT,specific,use_case,IS 269: 1989;IS 1489 (Part 1): 1991;IS 8112: 1989;IS 8041: 1990,pending,
rq_is_455_1989_07,Specification needed for Portland slag cement Portland slag cement in cement manufacture and supply,IS 455: 1989,PORTLAND SLAG CEMENT,specific,formal,IS 269: 1989;IS 1489 (Part 1): 1991;IS 8112: 1989;IS 8041: 1990,pending,
rq_is_455_1989_08,Purchase requirement for Portland slag cement covering cement manufacture and supply,IS 455: 1989,PORTLAND SLAG CEMENT,general_but_sufficient,procurement,IS 269: 1989;IS 1489 (Part 1): 1991;IS 8112: 1989;IS 8041: 1990,pending,
