standard_code,eligibility,reason,standard_kind,canonical_product,primary_subject,product_subtype,function,material,application,metadata_confidence,product_confidence,review_required,review_reason,quality_flags
IS 4992: 1975,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,door,DOOR HANDLES FOR MORTICE LOCKS,,,steel,door and window construction,high,high,False,,
IS 4996: 1984,REVIEW_REQUIRED,source_grounded_fallback_requires_review,product_standard,reinforced_concrete_fence_posts,REINFORCED CONCRETE FENCE POSTS,,,concrete,,high,medium,True,source_grounded_fallback_requires_review,metadata_review_required
IS 513: 1994,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,steel_sheet,COLD ROLLED LOW CARBON STEEL SHEETS AND STRIPS,,,steel,,high,high,False,,
IS 5187: 1972,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,bolt,FLUSH BOLTS,,,steel,,high,high,False,,
IS 5219: 1969,REVIEW_REQUIRED,low_confidence_metadata,product_standard,sink,CAST COPPER ALLOYS TRAPS PART 1 P AND S TRAPS,,,,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 5246: 2000,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,timber,CONIFEROUS LOGS,,,timber,,high,high,False,,
IS 5312 (Part 1): 2004,REVIEW_REQUIRED,low_confidence_metadata,product_standard,valve,SWING CHECK TYPE REFLUX,,prevent_reverse_flow,cast iron,water supply,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 5312 (Part 2): 1986,REVIEW_REQUIRED,low_confidence_metadata,product_standard,door,SWING CHECK TYPE REFLUX,,prevent_reverse_flow,cast iron,water supply,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 5317: 2002,REVIEW_REQUIRED,low_confidence_metadata,material_standard,aggregate,BITUMEN MASTIC FOR BRIDGE DECKING AND ROADS,,,bitumen,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 5369: 1975,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,washer,GENERAL REQUIREMENTS FOR PLAIN WASHERS AND LOCK WASHERS,,,,,high,high,False,,
IS 5372: 1975,REVIEW_REQUIRED,low_confidence_metadata,product_standard,washer,TAPER WASHERS FOR CHANNELS (ISMC),,,,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 5373: 1969,REVIEW_REQUIRED,low_confidence_metadata,product_standard,bolt,SQUARE WASHERS FOR WOOD FASTENINGS 1. Scope – Requirements for square washers intended for use in wood fastenings with bolts in diameter range 10 to 52 mm,,,timber,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 5374: 1975,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,washer,TAPER WASHERS FOR I-BEAMS (ISMB),,,,,high,high,False,,
IS 5382: 1985,REVIEW_REQUIRED,low_confidence_metadata,material_standard,pipe,"RUBBER SEALIG RINGS FOR GAS MAINS, WATER MAINS AND SEWERS",,,steel,water supply,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 5384: 1985,REVIEW_REQUIRED,low_confidence_metadata,material_standard,rod,ALUMINIUM I–BEAM,,,aluminium,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 5437: 1994,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,glass,"FIGURED, ROLLED AND WIRED GLASS",,,steel,door and window construction,high,high,False,,
IS 5455: 1969,REVIEW_REQUIRED,low_confidence_metadata,product_standard,nut,CAST IRON STEPS FOR MANHOLES,,,cast iron,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 5504: 1997,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,pipe,SPIRAL WELDED PIPES,,,steel,,high,high,False,,
IS 5509: 2000,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,board,plywood,plywood,,timber,,high,high,False,,
IS 5511: 1991,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,electrode,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CAST IRON,,,cast iron,,high,high,False,,
IS 5531: 1988,REVIEW_REQUIRED,low_confidence_metadata,material_standard,pipe,"CAST IRON SPECIALS FOR ASBESTOS CEMENT PRESSURE PIPES FOR WATER, GAS AND SEWAGE",,carry_sewage,cast iron,sewerage,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 5539: 1969,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,other,board,plywood,plywood,,timber,roofing,high,high,False,,
IS 5624: 1993,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,bolt,FOUNDATION BOLTS,,,steel,,high,high,False,,
IS 5751: 1984,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,block,PRECAST CONCRETE COPING BLOCKS,,,concrete,,high,high,False,,
IS 5758: 1984,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,channel,PRECAST CONCRETE KERBS,,,concrete,,high,high,False,,
IS 5779: 1986,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,brick,BURNT CLAY SOLING BRICKS,,,clay,,high,high,False,,
IS 5820: 1970,REVIEW_REQUIRED,source_grounded_fallback_requires_review,product_standard,w_length_width_t,"PRECAST CONCRETE CABLE COVERS Note 1 — L,W= Length, Width. T",,,concrete,,high,medium,True,source_grounded_fallback_requires_review,metadata_review_required
IS 5871: 1987,REVIEW_REQUIRED,low_confidence_metadata,material_standard,aggregate,BITUMEN MASTIC FOR TANKING AND DAMP–PROOFING,,,bitumen,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 5897: 1985,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,rod,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,,,aluminium,,high,high,False,,
IS 5898: 1970,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,rod,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,,,steel,,high,high,False,,
IS 5899: 1970,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,latch,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2",,,cast iron,,high,high,False,,
IS 5930: 1970,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,latch,MORTICE LATCH,,,steel,door and window construction,high,high,False,,
IS 5961: 1970,REVIEW_REQUIRED,low_confidence_metadata,product_standard,coating,CAST IRON GRATING FOR DRAINAGE PURPOSES the frame ± 2 mm. Note — For detailed dimensions see Fig. 1 of the standard,,,cast iron,sewerage,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 6003: 1983,REVIEW_REQUIRED,low_confidence_metadata,product_standard,pipe_fitting,INDENTED WIRE FOR PRESTRESSED CONCRETE,,,steel,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 6006: 1983,REVIEW_REQUIRED,source_grounded_fallback_requires_review,material_standard,relieved_strand_prestressed_concrete,UNCOATED STRESS RELIEVED STRAND FOR PRESTRESSED CONCRETE,,,steel,,high,medium,True,source_grounded_fallback_requires_review,metadata_review_required
IS 6056: 1970,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,timber,JOINTED WOOD POLES FOR OVERHEAD POWER TELECOMMUNICATION LINES TABLE 1 DIMENSION OF THE JOINTED WOOD POLES Overall Groundline,,,timber,,high,high,False,,
IS 6072: 1971,REVIEW_REQUIRED,low_confidence_metadata,product_standard,cement,"AUTOCLAVED REINFORCED CELLULAR CONCRETE WALL SLABS 5.2Tolerances — For 500 mm and below, ± 2 mm over 500 mm, ± 5 mm. Note — For form tolerances for wall slabs, refer to Table 1 of",,,aluminium,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 6073: 1971,REVIEW_REQUIRED,low_confidence_metadata,product_standard,cement,"AUTOCLAVED REINFORCED CELLULAR CONCRETE FLOOR AND ROOF SLABS 5.2Tolerances — For 500 mm and below, ± 2 mm over 500 mm, ± 5 mm. Note — For form tolerances for wall slabs, refer to",,,aluminium,roofing,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 6113: 1970,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,bolt,"ALUMINIUM FASTENERS FOR BUILDING PURPOSES 4. Designation — As an example, seam bolt size M8, length 20 mm and material HG 19 shall be designated as",,roofing,aluminium,roofing,high,high,False,,
IS 6163: 1978,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe,"CENTRIFUGALLY CAST (SPUN) IRON LOW PRESSURE PIPES FOR WATER, GAS AND SEWAGE",,carry_sewage,cast iron,potable water supply,high,high,False,,
IS 6165: 1992,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,brick,DIMENSIONS FOR SPECIAL SHAPES OF CLAY BRICKS,,,clay,,high,high,False,,
IS 6198: 1992,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,door,"LEDGED, BRACED AND BATTENED TIMBER DOOR SHUTTERS",,,timber,door and window construction,high,high,False,,
IS 6248: 1979,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,door,METAL ROLLING SHUTTERS AND ROLLING GRILLS,,,steel,,high,high,False,,
IS 6250: 1981,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,installation,,ROOFING SLATE TILES,,roofing,,roofing,high,high,False,,
IS 6286: 1971,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,pipe,SEAMLESS AND WELDED STEEL PIPE FOR SUB-ZERO TEMPERATURE SERVICE,,,steel,,high,high,False,,
IS 6307: 1985,REVIEW_REQUIRED,source_grounded_fallback_requires_review,product_standard,rigid_pvc_sheets,RIGID PVC SHEETS,,,PVC,,high,medium,True,source_grounded_fallback_requires_review,metadata_review_required
IS 6315: 1992,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,other,door,FLOOR SPRINGS (HYDRAULICALLY REGULATED) FOR HEAVY DOORS,,,cast iron,flooring,high,high,False,,
IS 6318: 1971,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,fastener,PLASTIC WINDOW STAYS AND FASTENERS 1. Scope – Lays down performance and functional requirements of window stays made of polypropylene and fasteners (handles) made of nylon,,,,door and window construction,high,high,False,,
IS 6343: 1982,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,door,DOOR CLOSERS (PNEUMATICALLY REGULATED) FOR LIGHT DOORS WEIGHING UPTO 40 KG,,,cast iron,door and window construction,high,high,False,,
IS 638: 1979,REVIEW_REQUIRED,low_confidence_metadata,product_standard,pipe_fitting,SHEET RUBBER JOINTING AND RUBBER INSERTION JOINTING,,,rubber,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 6418: 1971,REVIEW_REQUIRED,low_confidence_metadata,material_standard,bolt,CAST IRON AND MALLEABLE CAST IRON FLANGES FOR GENERAL ENGINEERING PURPOSES 1.2. Type of gasket and gasket materials are not covered in the standard and shall be subject to agreement between the manufacturer and the purchaser,,,cast iron,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 6445: 1985,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,pipe_fitting,tee,tee,,aluminium,,high,high,False,,
IS 6452: 1989,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,cement,HIGH ALUMINA CEMENT FOR STRUCTURAL USE,,,concrete,,high,high,False,,
IS 651: 1992,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe_fitting,bend,bend,carry_potable_water,,potable water supply,high,high,False,,
IS 6523: 1983,REVIEW_REQUIRED,low_confidence_metadata,product_standard,door,PRECAST REINFORCED CONCRETE DOOR AND WINDOW FRAMES,,,steel,door and window construction,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 6538: 1971,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,plug_socket,THREE-PIN PLUGS MADE OF RESILIENTMATERIAL,,,steel,thermal insulation,high,high,False,,
IS 653: 1992,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,tile,LINOLEUM SHEET AND TILES,,,timber,flooring,high,high,False,,
IS 654: 1992,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,tile,"CLAY ROOFING TILES, MANGALORE PATTERN",,roofing,clay,roofing,high,high,False,,
IS 6560: 1996,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,rod,MOLYBDENUM AND CHROMIUM-MOLYBDENUM LOW ALLOY STEEL WELDING RODS AND BARE ELECTRODES FOR GAS SHIELDED ARC WELDING,,,steel,,high,high,False,,
IS 6579: 1981,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,other,aggregate,COARSE AGGREGATE FOR WATER BOUND MACADAM,,,clay,,high,high,False,,
IS 6598: 1972,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,thermal_insulation,CELLULAR CONCRETE FOR THERMAL INSULATION 1. Scope – Requirements and the methods of sampling and test for cellular concrete for thermal linsulation. Note – Cellular concrete (formed by producing gas or air,,thermal_insulation,aluminium,thermal insulation,high,high,False,,
IS 6607: 1972,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,door,REBATED MORTICE LOCKS (VERTICAL TYPE),,,steel,,high,high,False,,
IS 6610: 1972,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,washer,HEAVY WASHERS FOR STEEL STRUCTURES 2. Dimensions (in mm) 4. Designation – By nominal size and the number of,,structural_fastening,steel,,high,high,False,,
IS 6623: 2004,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,nut,HIGH STRENGTH STRUCTURAL NUTS,,,steel,,high,high,False,,
IS 6639: 1972,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,bolt,HEXAGON BOLTS FOR STEEL STRUCTURES,,,steel,,high,high,False,,
IS 6649: 1985,REVIEW_REQUIRED,low_confidence_metadata,material_standard,bolt,HARDENED AND TEMPERED WASHERS FOR HIGH STRENGTH STRUCTURAL BOLTS AND NUTS,,,steel,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 6733: 1972,REVIEW_REQUIRED,low_confidence_metadata,product_standard,pipe_fitting,WALL AND ROOFING NAILS,,roofing,,roofing,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 6736: 1972,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,screw,SLOTTED RAISED COUNTERSUNK HEAD WOOD SCREWS,,,steel,,high,high,False,,
IS 6739: 1972,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,screw,SLOTTED ROUND HEAD WOOD SCREWS 1. Scope – Requirements for slotted round head wood screws. 2,,,steel,,high,high,False,,
IS 6760: 1972,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,screw,SLOTTED COUNTERSUNK HEAD WOOD SCREWS,,,steel,,high,high,False,,
IS 6908: 1991,REVIEW_REQUIRED,low_confidence_metadata,material_standard,pipe_fitting,ASBESTOS CEMENT PIPES AND FITTINGS FOR SEWERAGE AND DRAINAGE,,carry_sewage,cast iron,sewerage,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 6909: 1990,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,cement,SUPERSULPHATED CEMENT,,,steel,,high,high,False,,
IS 694: 1990,REVIEW_REQUIRED,low_confidence_metadata,product_standard,pipe_fitting,bend,bend,,PVC,door and window construction,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 702: 1988,REVIEW_REQUIRED,source_grounded_fallback_requires_review,product_standard,industrial_bitumen,INDUSTRIAL BITUMEN,,,bitumen,,high,medium,True,source_grounded_fallback_requires_review,metadata_review_required
IS 7098 (Part 1): 1988,REVIEW_REQUIRED,low_confidence_metadata,product_standard,thermal_insulation,CROSSLINKED POLYETHYLENE INSULATED THERMOPLASTIC SHEATHED CABLES PART-1 FOR WORKING VOLTAGES UP TO AND INCLUDING 1 100 VOLTS,,,PVC,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 712: 1984,REVIEW_REQUIRED,source_grounded_fallback_requires_review,product_standard,building_limes,BUILDING LIMES,,,concrete,,high,medium,True,source_grounded_fallback_requires_review,metadata_review_required
IS 7181: 1986,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe,"HORIZONTALLY CAST IRON DOUBLE FLANGED PIPES FOR WATER, GAS AND SEWAGE",,carry_sewage,cast iron,sewerage,high,high,False,,
IS 7193: 1974,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,glass,GLASS FIBRE BASE BITUMEN FELTS,,waterproofing,bitumen,waterproofing,high,high,False,,
IS 7196: 1974,REVIEW_REQUIRED,low_confidence_metadata,material_standard,door,HOLD FAST . 1. Scope — Requirements for mild steel hold fasts for use with wooden doors and window frames,,,steel,door and window construction,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 7197: 1974,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,door,DOUBLE ACTION FLOOR SPRINGS,,,cast iron,flooring,high,high,False,,
IS 7226: 1974,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,steel_strip,"COLD–ROLLED MEDIUM, HIGH CARBON AND LOW ALLOY STEEL STRIP FOR GENERAL ENGINEERING PURPOSES For detailed information, refer to IS 7226 : 1974 Specification for cold-rolled medium, high carbon and low alloy steel strip for general engineering",,,steel,,high,high,False,,
IS 7231: 1994,REVIEW_REQUIRED,low_confidence_metadata,product_standard,pipe,PLASTIC FLUSHING CISTERNS FOR WATER CLOSETS AND URINALS,,,HDPE,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 723: 1972,REVIEW_REQUIRED,low_confidence_metadata,material_standard,pipe_fitting,STEEL COUNTER SUNK HEAD WIRE NAILS,,,steel,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 724: 1964,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,screw,"MILD STEEL AND BRASS CUP, RULER AND SQUARE HOOKS AND SCREW EYES",,structural_fastening,steel,,high,high,False,,
IS 725: 1961,REVIEW_REQUIRED,low_confidence_metadata,product_standard,coating,COPPER WIRE NAILS,,,,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 7280: 1974,REVIEW_REQUIRED,low_confidence_metadata,material_standard,paint,BARE WIRE ELECTRODES FOR SUBMERGED ARC WELDING OF STRUCTURAL STEELS 1. Scope – Requirements of solid filler wires for submerged arc welding of structural steels,,,,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 7308: 1999,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,timber,NON-CONIFEROUS LOGS,,,timber,,high,high,False,,
IS 730: 1978,REVIEW_REQUIRED,low_confidence_metadata,product_standard,bolt,HOOK BOLTS FOR CORRUGATED SHEET ROOFING,,roofing,steel,roofing,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 7316: 1974,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,board,plywood,plywood,,timber,,high,high,False,,
IS 7319: 1974,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,pipe,PERFORATED CONCRETE PIPES,,,concrete,,high,high,False,,
IS 7322: 1985,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,test_method,,SPECIALS FOR STEEL CYLINDER REINFORCED CONCRETE PIPES,,,steel,,high,high,False,,
IS 733: 1983,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,rod,"WROUGHT ALUMINIUM AND ALUMINIUM ALLOY BARS, RODS AND SECTIONS FOR GENERAL ENGINEERING PURPOSES",,,aluminium,roofing,high,high,False,,
IS 736: 1986,REVIEW_REQUIRED,low_confidence_metadata,product_standard,pipe_fitting,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY PLATE FOR GENERAL ENGINEERING PURPOSES,,,aluminium,roofing,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 737: 1986,REVIEW_REQUIRED,low_confidence_metadata,product_standard,pipe_fitting,WROUGHT ALUMINIUM AND ALUMINIUM ALLOY SHEET AND STRIP FOR GENERAL ENGINEERING PURPOSES,,,aluminium,roofing,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 738: 1994,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe,WROUGHT ALUMINIUM AND ITS ALLOYS-DRAWN TUBES FOR GENERAL ENGINEERING PURPOSES,,,aluminium,roofing,high,high,False,,
IS 739: 1992,REVIEW_REQUIRED,low_confidence_metadata,product_standard,rivet,WROUGHT ALUMINIUM AND ALUMINIUM ALLOYS-WIRE FOR GENERAL ENGINEERING PURPOSES,,,aluminium,roofing,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 73: 1992,REVIEW_REQUIRED,source_grounded_fallback_requires_review,product_standard,paving_bitumen,PAVING BITUMEN,,,bitumen,,high,medium,True,source_grounded_fallback_requires_review,metadata_review_required
IS 740: 1977,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,rivet,WROUGHT ALUMINIUM ALLOY RIVET STOCK FOR GENERAL ENGINEERING PURPOSES,,structural_fastening,aluminium,roofing,high,high,False,,
IS 7452: 1990,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,window,"HOT ROLLED STEEL SECTIONS FOR DOORS, WINDOWS AND VENTILATORS",,,steel,,high,high,False,,
IS 7509: 1993,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,thermal_insulation,THERMAL INSULATING CEMENT,,thermal_insulation,steel,thermal insulation,high,high,False,,
IS 7534: 1985,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,bolt,SLIDING LOCKING BOLTS FOR USE WITH PADLOCKS,,,steel,,high,high,False,,
IS 7540: 1974,REVIEW_REQUIRED,low_confidence_metadata,product_standard,bolt,MORTICE DEAD LOCKS,,structural_fastening,steel,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 7556: 1988,REVIEW_REQUIRED,source_grounded_fallback_requires_review,product_standard,burnt_clay_jallies,BURNT CLAY JALLIES,,,clay,,high,medium,True,source_grounded_fallback_requires_review,metadata_review_required
IS 771 (Part 1): 1979,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,test_method,,GLAZED FIRE–CLAY SANITARY APPLIANCES PART 1 GENERAL REQUIREMENTS,,,clay,flooring,high,medium,False,,
IS 771 (Part 2): 1985,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,sink,GLAZED FIRE – CLAY SANITARY APPLIANCES PART 2 SPECIFIC REQUIREMENTS OF KITCHEN AND LABORATORY SINKS,,,clay,,high,high,False,,
IS 771 (Part 5): 1979,REVIEW_REQUIRED,source_grounded_fallback_requires_review,product_standard,clay_appliances_shower_trays,"GLAZED FIRE CLAY APPLIANCES, PART 5 SPECIFIC REQUIREMENTS OF SHOWER TRAYS",,,clay,,high,medium,True,source_grounded_fallback_requires_review,metadata_review_required
IS 771 (Part 7): 1981,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,sink,"GLAZED FIRE CLAY SANITARY APPLIANCES, PART 7 SPECIFIC REQUIREMENTS OF SLOP SINKS",,,clay,flooring,high,high,False,,
IS 772: 1973,REVIEW_REQUIRED,low_confidence_metadata,material_standard,window,GENERAL REQUIREMENT FOR ENAMELLED CAST IRON SANITARY APPLIANCES,,,cast iron,flooring,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 773: 1988,REVIEW_REQUIRED,low_confidence_metadata,material_standard,pipe,"ENAMELLED CAST IRON WATER–CLOSETS, RAILWAY COACHING STOCK TYPE",,,cast iron,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 774: 2004,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,pipe,FLUSHING CISTERNS FOR WATER-CLOSETS AND URINALS (OTHER THAN PLASTIC CISTERNS) PART 1 GENERAL REQUIREMENTS,,,PVC,,high,high,False,,
IS 775: 1970,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,sink,CAST IRON BRACKETS AND SUPPORTS FOR WASH-BASINS AND SINKS,,,cast iron,flooring,high,high,False,,
IS 778: 1984,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,product_standard,valve,check valve,check_valve,prevent_reverse_flow,cast iron,water supply,high,high,False,,
IS 779: 1994,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,terminology,,WATER METERS (DOMESTIC TYPE),,carry_potable_water,steel,potable water supply,high,medium,False,,
IS 781: 1984,REVIEW_REQUIRED,low_confidence_metadata,product_standard,valve,CASTCOPPER ALLOYSCREW DOWN BIB TAPS ANDSTOPVALVES FOR WATERSERVICES,,structural_fastening,,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 782: 1978,REVIEW_REQUIRED,low_confidence_metadata,installation,,CAULKING LEAD,,,,water supply,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 7834 (Part 2): 1987,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,pipe_fitting,socket,socket,,PVC,,high,high,False,,
IS 7834 (Part 3): 1987,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,pipe_fitting,socket,socket,,PVC,,high,high,False,,
IS 7834 (Part 4): 1987,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,pipe_fitting,tee,tee,,PVC,,high,high,False,,
IS 7834 (Part 5): 1987,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,pipe_fitting,tee,tee,,PVC,,high,high,False,,
IS 7834 (Part 6): 1987,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,pipe_fitting,socket,socket,,PVC,,high,high,False,,
IS 7834 (Part 7): 1987,REVIEW_REQUIRED,low_confidence_metadata,material_standard,pipe_fitting,socket,socket,,PVC,,high,low,True,low_confidence_metadata,low_product_confidence;metadata_review_required
IS 7834 (Part 8): 1987,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,pipe_fitting,socket,socket,,PVC,,high,high,False,,
IS 7834: 1987,SEARCH_ONLY,non-product standard kept searchable but not used as procurement positive,test_method,,INJECTION MOULDED PVC SOCKET FITTINGS WITH SOLVENT CEMENT JOINTS FOR WATER SUPPLIES PART – 1 GENERAL REQUIREMENT,socket,,PVC,potable water supply,high,high,False,,
IS 784: 2001,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,pipe,PRESTRESSED CONCRETE PIPES,,,steel,sewerage,high,high,False,,
IS 7887: 1992,SAFE_FOR_TRAINING,grounded product/subject metadata supports supervised positive,material_standard,rod,MILD STEEL WIRE ROD FOR GENERAL ENGINEERING PURPOSES,,,steel,,high,high,False,,
